Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_available,Ratings,Route_name,Route_link
KSRTC (Kerala) - 789,Super Fast Non AC Seater (2+3),20:00,02:05,06h 05m,INR 473,36 Seats available,"3.1
4",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 1585,Swift Deluxe Non AC Air Bus (2+2),20:40,04:20,07h 40m,INR 548,30 Seats available,"4.0
4",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 1586,Swift Deluxe Non AC Air Bus (2+2),21:30,05:10,07h 40m,INR 548,32 Seats available,"3.5
6",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 2133,Swift Deluxe Non AC Air Bus (2+2),22:10,05:45,07h 35m,INR 548,27 Seats available,"4.0
11",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 2063,SWIFT-GARUDA A/C SEATER BUS,22:30,04:15,05h 45m,INR 524,18 Seats available,"4.4
13",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
MMK Travels,A/C Seater / Sleeper (2+1),22:30,05:30,07h 00m,INR 750,24 Seats available,"4.4
126",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),23:00,07:30,08h 30m,INR 599,25 Seats available,"4.2
91",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
DLT BUS,A/C Sleeper (2+1),22:30,05:20,06h 50m,INR 1099,15 Seats available,"4.4
74",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
DLT BUS,A/C Sleeper (2+1),22:30,05:30,07h 00m,INR 1099,15 Seats available,"4.0
121",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
MMK Travels,A/C Seater / Sleeper (2+1),22:30,05:45,07h 15m,INR 750,24 Seats available,"4.3
59",Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 197,Super Deluxe Non AC Seater Air Bus (2+2),00:50,07:45,06h 55m,INR 589,38 Seats available,"2.0
9",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 549,Super Express Non AC Seater Air Bus (2+2),01:45,07:50,06h 05m,INR 548,35 Seats available,3.3,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 96,Swift Deluxe Non AC Air Bus (2+2),02:15,07:35,05h 20m,INR 475,19 Seats available,"2.0
7",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 170,Swift Deluxe Non AC Air Bus (2+2),03:10,08:35,05h 25m,INR 475,33 Seats available,"2.7
4",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 1377,AC MULTI AXLE,03:55,09:55,06h 00m,INR 576,31 Seats available,"1.8
4",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 368,AC MULTI AXLE,04:50,10:35,05h 45m,INR 576,45 Seats available,"1.3
9",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 788,Super Fast Non AC Seater (2+3),09:05,15:20,06h 15m,INR 348,46 Seats available,"3.8
14",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 2132,Swift Deluxe Non AC Air Bus (2+2),09:35,15:50,06h 15m,INR 475,36 Seats available,"3.2
10",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 580,Super Express Non AC Seater Air Bus (2+2),10:30,16:45,06h 15m,INR 377,25 Seats available,"2.4
12",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 53,SWIFT-GARUDA A/C SEATER BUS,10:55,17:05,06h 10m,INR 524,24 Seats available,"3.6
32",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 579,Super Express Non AC Seater Air Bus (2+2),12:20,18:30,06h 10m,INR 377,26 Seats available,"4.5
13",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 55,SWIFT-GARUDA A/C SEATER BUS,14:20,20:20,06h 00m,INR 524,31 Seats available,"4.0
42",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 805,Super Fast Non AC Seater (2+3),15:50,22:05,06h 15m,INR 348,48 Seats available,"4.5
14",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 578,Super Express Non AC Seater Air Bus (2+2),20:00,03:15,07h 15m,INR 426,36 Seats available,"2.0
15",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 72,SWIFT-GARUDA A/C SEATER BUS,20:55,04:20,07h 25m,INR 586,32 Seats available,"2.9
23",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
MMK Travels,A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,INR 750,25 Seats available,"4.7
98",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),13:55,21:45,07h 50m,INR 799,30 Seats available,"4.4
143",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
DLT BUS,A/C Sleeper (2+1),23:45,06:30,06h 45m,INR 899,19 Seats available,"4.3
76",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
MMK Travels,A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,INR 750,25 Seats available,"4.5
48",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
A1 Travels,Non A/C Seater / Sleeper (2+1),23:10,06:30,07h 20m,INR 600,30 Seats available,"3.1
86",Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 102,Swift Deluxe Non AC Air Bus (2+2),07:30,16:20,08h 50m,INR 579,9 Seats available,"4.4
18",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
KSRTC (Kerala) - 100,Swift Deluxe Non AC Air Bus (2+2),19:00,03:05,08h 05m,INR 548,40 Seats available,"3.7
40",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
KSRTC (Kerala) - 1766,Super Express Non AC Seater Air Bus (2+2),20:15,04:25,08h 10m,INR 568,32 Seats available,"4.6
42",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
KSRTC (Kerala) - 133,Swift Deluxe Non AC Air Bus (2+2),21:30,05:20,07h 50m,INR 568,18 Seats available,"3.5
53",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
KSRTC (Kerala) - 99,Swift Deluxe Non AC Air Bus (2+2),21:30,05:45,08h 15m,INR 579,15 Seats available,"4.0
48",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
NS Transports,A/C Sleeper (2+1),21:15,05:30,08h 15m,INR 1100,24 Seats available,"4.6
266",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
NS Transports,NON A/C Sleeper (2+1),21:45,05:45,08h 00m,INR 900,21 Seats available,"4.4
195",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Ashoka Travel and Logistics,A/C Sleeper (2+1),21:15,05:30,08h 15m,INR 1000,14 Seats available,"4.4
198",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
MMK Travels,VE A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,INR 700,25 Seats available,"4.3
320",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
NS Transports,NON A/C Semi Sleeper / Sleeper (2+1),20:30,05:20,08h 50m,INR 850,26 Seats available,"4.1
184",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
