Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_available,Ratings,Route_name,Route_link
HRTC - 140,Ordinary 3+2 Non AC Seater,06:40,10:50,04h 10m,INR 242,23 Seats available,"3.9
5",Shimla to Chandigarh,https://www.redbus.in/bus-tickets/shimla-to-chandigarh
HRTC - 2030271,A/C Executive (2+3),06:40,10:05,03h 25m,INR 257,50 Seats available,3.9,Shimla to Chandigarh,https://www.redbus.in/bus-tickets/shimla-to-chandigarh
HRTC - 142,Ordinary 3+2 Non AC Seater,07:40,11:30,03h 50m,INR 242,37 Seats available,3.9,Shimla to Chandigarh,https://www.redbus.in/bus-tickets/shimla-to-chandigarh
HRTC - 2030269,Ordinary 3+2 Non AC Seater,08:00,11:50,03h 50m,INR 242,37 Seats available,3.9,Shimla to Chandigarh,https://www.redbus.in/bus-tickets/shimla-to-chandigarh
HRTC - 143,Ordinary 3+2 Non AC Seater,08:12,11:40,03h 28m,INR 242,37 Seats available,3.9,Shimla to Chandigarh,https://www.redbus.in/bus-tickets/shimla-to-chandigarh
RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,16:30,21:15,04h 45m,INR 432,37 Seats available,"4.5
24",Shimla to Chandigarh,https://www.redbus.in/bus-tickets/shimla-to-chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),10:00,13:00,03h 00m,702,28 Seats available,"4.2
20",Shimla to Chandigarh,https://www.redbus.in/bus-tickets/shimla-to-chandigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),10:30,13:50,03h 20m,INR 499,39 Seats available,"4.6
171",Shimla to Chandigarh,https://www.redbus.in/bus-tickets/shimla-to-chandigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),10:30,13:00,02h 30m,INR 499,39 Seats available,"4.1
11",Shimla to Chandigarh,https://www.redbus.in/bus-tickets/shimla-to-chandigarh
Yolo Bus,Bharat Benz A/C Semi Sleeper (2+2),12:00,15:37,03h 37m,INR 570,36 Seats available,4.1,Shimla to Chandigarh,https://www.redbus.in/bus-tickets/shimla-to-chandigarh
HRTC - 6651,Ordinary 3+2 Non AC Seater,05:30,09:20,03h 50m,INR 210,41 Seats available,3.9,Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh
HRTC - 667,Ordinary 3+2 Non AC Seater,05:45,08:50,03h 05m,INR 218,33 Seats available,"2.9
6",Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh
HRTC - 663,Ordinary 3+2 Non AC Seater,06:35,09:30,02h 55m,INR 218,24 Seats available,"4.4
16",Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh
HRTC - 401269,Ordinary 3+2 Non AC Seater,07:40,10:30,02h 50m,INR 218,35 Seats available,"3.3
7",Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh
HRTC - 887,Ordinary 3+2 Non AC Seater,08:00,11:00,03h 00m,INR 218,37 Seats available,3.9,Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh
Northern Travels,Volvo A/C Semi Sleeper (2+2),22:50,01:30,02h 40m,INR 600,28 Seats available,3.2,Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh
Bedi Travels,Volvo A/C Semi Sleeper (2+2),23:15,02:05,02h 50m,585,33 Seats available,4.8,Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),23:00,01:30,02h 30m,874,39 Seats available,3.9,Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),23:20,01:45,02h 25m,875,35 Seats available,3.9,Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),23:30,03:10,03h 40m,741,40 Seats available,4.5,Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh
HRTC - 1,Himsuta AC Seater Volvo/Scania 2+2,10:00,17:30,07h 30m,INR 741,24 Seats available,"4.2
38",Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi
HRTC - 109,A/C Executive (2+3),10:40,18:44,08h 04m,INR 529,39 Seats available,"3.3
14",Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi
HRTC - 2,Himsuta AC Seater Volvo/Scania 2+2,12:30,20:00,07h 30m,INR 741,29 Seats available,"3.5
17",Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi
HRTC - 104,A/C Executive (2+3),19:31,04:30,08h 59m,INR 529,44 Seats available,"3.6
10",Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi
HRTC - 188,Ordinary 3+2 Non AC Seater,20:36,04:57,08h 21m,INR 409,37 Seats available,3.8,Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi
RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,17:47,02:00,08h 13m,INR 925,37 Seats available,"3.5
5",Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi
Bedi Travels,Volvo A/C Semi Sleeper (2+2),23:00,05:30,06h 30m,495,35 Seats available,"4.7
169",Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi
Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),21:50,05:10,07h 20m,516,33 Seats available,"4.6
156",Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),11:45,19:30,07h 45m,INR 599,40 Seats available,"4.3
149",Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),21:30,04:30,07h 00m,INR 599,35 Seats available,"4.2
211",Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi
HRTC - 729,Ordinary 3+2 Non AC Seater,04:30,11:30,07h 00m,INR 469,39 Seats available,3.5,Kullu to Shimla,https://www.redbus.in/bus-tickets/kullu-to-shimla
HRTC - 711,Himmani Deluxe 2+2 Non AC Seater,07:45,15:30,07h 45m,INR 516,27 Seats available,"3.8
15",Kullu to Shimla,https://www.redbus.in/bus-tickets/kullu-to-shimla
HRTC - 812,Ordinary 3+2 Non AC Seater,10:54,19:30,08h 36m,INR 469,39 Seats available,3.5,Kullu to Shimla,https://www.redbus.in/bus-tickets/kullu-to-shimla
HRTC - 710,Himmani Deluxe 2+2 Non AC Seater,19:45,04:30,08h 45m,INR 545,27 Seats available,"3.0
13",Kullu to Shimla,https://www.redbus.in/bus-tickets/kullu-to-shimla
HRTC - 726,Ordinary 3+2 Non AC Seater,20:45,04:30,07h 45m,INR 495,27 Seats available,3.5,Kullu to Shimla,https://www.redbus.in/bus-tickets/kullu-to-shimla
KRISHNA TRANSPORT SHIMLA,NON A/C Seater Push Back (2+2),10:00,17:15,07h 15m,550,23 Seats available,"4.3
17",Kullu to Shimla,https://www.redbus.in/bus-tickets/kullu-to-shimla
HRTC - 711,Himmani Deluxe 2+2 Non AC Seater,06:00,15:30,09h 30m,INR 612,27 Seats available,"2.6
7",Manali to Shimla,https://www.redbus.in/bus-tickets/manali-to-shimla
HRTC - 812,Ordinary 3+2 Non AC Seater,09:20,19:30,10h 10m,INR 556,37 Seats available,"3.7
6",Manali to Shimla,https://www.redbus.in/bus-tickets/manali-to-shimla
HRTC - 710,Himmani Deluxe 2+2 Non AC Seater,18:20,04:30,10h 10m,INR 641,27 Seats available,"3.6
16",Manali to Shimla,https://www.redbus.in/bus-tickets/manali-to-shimla
HRTC - 726,Ordinary 3+2 Non AC Seater,19:20,04:30,09h 10m,INR 583,27 Seats available,"3.7
4",Manali to Shimla,https://www.redbus.in/bus-tickets/manali-to-shimla
HRTC - 155,Himsuta AC Seater Volvo/Scania 2+2,21:00,06:10,09h 10m,INR 963,33 Seats available,"4.0
118",Manali to Shimla,https://www.redbus.in/bus-tickets/manali-to-shimla
KRISHNA TRANSPORT SHIMLA,NON A/C Seater Push Back (2+2),08:30,17:15,08h 45m,640,23 Seats available,"3.0
52",Manali to Shimla,https://www.redbus.in/bus-tickets/manali-to-shimla
HRTC - 906,Ordinary 3+2 Non AC Seater,06:00,18:15,12h 15m,INR 660,37 Seats available,"2.2
8",Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi
HRTC - 1138,Ordinary 3+2 Non AC Seater,07:40,20:15,12h 35m,INR 660,37 Seats available,3.5,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi
HRTC - 923,Ordinary 3+2 Non AC Seater,08:00,20:00,12h 00m,INR 660,37 Seats available,"4.5
9",Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi
HRTC - 967,Ordinary 3+2 Non AC Seater,15:00,03:15,12h 15m,INR 660,37 Seats available,"2.4
9",Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi
HRTC - 653,A/C Executive (2+3),17:05,05:30,12h 25m,INR 822,44 Seats available,"2.3
6",Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:00,05:45,09h 45m,532,32 Seats available,"4.8
352",Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi
Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:10,06:30,09h 20m,798,41 Seats available,"4.8
303",Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:35,06:00,09h 25m,703,35 Seats available,"4.9
168",Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),22:15,07:30,09h 15m,674,17 Seats available,"4.9
170",Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:10,05:00,09h 50m,INR 599,39 Seats available,"4.8
286",Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi
HRTC - 759,Himsuta AC Seater Volvo/Scania 2+2,00:10,04:10,04h 00m,INR 498,24 Seats available,3.9,Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh
HRTC - 732,Himsuta AC Seater Volvo/Scania 2+2,00:59,04:20,03h 21m,INR 479,33 Seats available,3.9,Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh
HRTC - 713,Himsuta AC Seater Volvo/Scania 2+2,01:40,06:00,04h 20m,INR 479,29 Seats available,"3.3
4",Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh
HRTC - 701,Ordinary 3+2 Non AC Seater,01:45,05:30,03h 45m,INR 282,37 Seats available,3.9,Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh
HRTC - 783,A/C Executive (2+3),05:00,09:20,04h 20m,INR 315,42 Seats available,"4.6
8",Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh
Deltin Travels Pvt Ltd,Volvo 9600 A/C Semi Sleeper (2+2),00:00,03:30,03h 30m,INR 660,22 Seats available,4.1,Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh
Malana Travels,Bharat Benz A/C Semi Sleeper (2+2),00:00,02:30,02h 30m,760,39 Seats available,4.5,Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh
FlixBus,A/C Seater (2+2),00:05,04:00,03h 55m,INR 417.86,9 Seats available,4.2,Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh
Northern Travels,Volvo A/C Semi Sleeper (2+2),00:14,04:00,03h 46m,INR 840,22 Seats available,3.2,Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh
Abtc Tour and Travels,Bharat Benz A/C Semi Sleeper (2+2),00:19,03:10,02h 51m,999,36 Seats available,3.3,Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh
HRTC - 1531,Ordinary 3+2 Non AC Seater,06:48,14:40,07h 52m,INR 391,37 Seats available,"3.5
6",Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra
HRTC - 1265,Ordinary 3+2 Non AC Seater,08:10,15:30,07h 20m,INR 408,39 Seats available,3.9,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra
HRTC - 1137,Ordinary 3+2 Non AC Seater,14:25,20:15,05h 50m,INR 390,37 Seats available,"4.5
4",Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra
HRTC - 1526,Ordinary 3+2 Non AC Seater,15:30,21:00,05h 30m,INR 390,27 Seats available,"4.1
4",Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra
HRTC - 127,Himsuta AC Seater Volvo/Scania 2+2,15:40,21:40,06h 00m,INR 715,29 Seats available,"4.6
13",Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra
City Land Travels,Volvo A/C Semi Sleeper (2+2),00:40,05:10,04h 30m,540,21 Seats available,"3.7
9",Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),00:55,05:10,04h 15m,539,31 Seats available,"4.7
33",Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra
Raghukul Holidays,Volvo A/C Semi Sleeper (2+2),01:00,07:00,06h 00m,494,32 Seats available,3.9,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),01:00,06:25,05h 25m,INR 649,10 Seats available,4.5,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),01:00,06:25,05h 25m,INR 499,25 Seats available,"4.8
36",Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra
HRTC - 1309,Ordinary 3+2 Non AC Seater,04:45,14:10,09h 25m,INR 514,37 Seats available,3.9,Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh
HRTC - 1138,Ordinary 3+2 Non AC Seater,05:20,14:15,08h 55m,INR 513,37 Seats available,3.9,Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh
HRTC - 1108,Ordinary 3+2 Non AC Seater,06:50,16:30,09h 40m,INR 533,37 Seats available,3.9,Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh
HRTC - 1142,Ordinary 3+2 Non AC Seater,07:30,17:00,09h 30m,INR 537,27 Seats available,3.9,Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh
HRTC - 1125,Ordinary 3+2 Non AC Seater,08:08,18:10,10h 02m,INR 513,37 Seats available,3.9,Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),17:30,01:15,07h 45m,INR 599,35 Seats available,"4.4
47",Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh
Northern Travels,Volvo A/C Semi Sleeper (2+2),18:00,01:00,07h 00m,INR 679,27 Seats available,"4.9
23",Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),18:15,01:20,07h 05m,570,30 Seats available,"4.5
6",Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),18:15,01:45,07h 30m,630,32 Seats available,"4.8
14",Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),18:20,00:55,06h 35m,781,31 Seats available,4.5,Baijnath to Chandigarh,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh
HRTC - 906,Ordinary 3+2 Non AC Seater,04:00,18:15,14h 15m,INR 724,37 Seats available,3.9,Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi
HRTC - 906,Ordinary 3+2 Non AC Seater,05:00,18:15,13h 15m,INR 702,37 Seats available,"4.6
4",Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi
HRTC - 923,Ordinary 3+2 Non AC Seater,07:00,20:00,13h 00m,INR 700,37 Seats available,"4.4
14",Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi
HRTC - 979,Ordinary 3+2 Non AC Seater,16:40,04:30,11h 50m,INR 702,37 Seats available,3.5,Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi
HRTC - 925,A/C Executive (2+3),18:00,06:30,12h 30m,INR 906,44 Seats available,"2.2
11",Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),19:00,05:30,10h 30m,720,30 Seats available,"4.9
982",Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi
Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),20:38,06:30,09h 52m,798,41 Seats available,"4.9
801",Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:30,05:45,10h 15m,532,32 Seats available,"4.9
542",Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),21:15,07:30,10h 15m,674,17 Seats available,"4.8
772",Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),21:00,07:30,10h 30m,674,17 Seats available,"4.9
238",Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi
